REF_DATE_DT,RNFB_intp,CPI no adjusted,diesel_price,jet_price,LE Price,GF Price,ZW Price,DC Price,month_sin,month_cos,currency_rate,LE_lag_6M,LE_lag_8M,LE_lag_10M,LE_lag_12M,GF_lag_6M,GF_lag_8M,ZW_lag_6M,ZW_lag_8M,ZW_lag_10M,ZW_lag_12M,DC_lag_3M,DC_lag_4M,Diesel_Price_lag_1M,Diesel_Price_lag_2M,Jet_Price_lag_1M,Jet_Price_lag_2M,apparent_temperature,temperature_2m,WRSI,FDD,snowfall,WRSI_Anomaly,WRSI_state,apparent_temperature_lag_1m,apparent_temperature_lag_2m,apparent_temperature_lag_3m,temperature_2m_lag_1m,temperature_2m_lag_2m,temperature_2m_lag_3m,WRSI_lag_1m,WRSI_lag_2m,WRSI_lag_3m,FDD_lag_1m,FDD_lag_2m,FDD_lag_3m,snowfall_lag_1m,snowfall_lag_2m,snowfall_lag_3m,WRSI_Anomaly_lag_1m,WRSI_Anomaly_lag_2m,WRSI_Anomaly_lag_3m,WRSI_state_lag_1m,WRSI_state_lag_2m,WRSI_state_lag_3m,covid_flag,RNFB_w/out,CPI_lag_1m,CPI_change_rate,CPI_change_rate_lag_3m
201406,402.61,125.9,137.1764705882353,115.44,147.865,208.865,578.75,22.035,0.0,-1.0,0.9376,137.57999999999998,134.5,122.7,118.15,167.45499999999998,165.32,605.375,667.5,643.25,648.5,23.27,23.18,139.36470588235292,141.06470588235294,117.88,121.56,0.2441666666666667,4.816805555555556,1.1345554065434773,3638.4804166666654,0.0079722222222222,431.5145833333336,2,-5.538709677419354,-19.814166666666665,-29.033870967741933,-0.8897849462365591,-14.2925,-23.04045698924732,1.1452651709318749,1.147133357441244,1.13260077801767,3628.27567204301,3404.5354166666666,2845.531720430108,0.0190994623655914,0.0235277777777777,0.0055510752688172,460.04516129032265,437.1763020833333,333.8289146505377,2.0,2.0,2.0,0,402.61,125.8,0.0007949125596184992,0.005640612409347323
201407,402.13,125.7,134.94117647058823,111.52,157.93,220.68,530.25,21.44,-0.5,-0.866,0.9168,141.68,133.48,128.6,121.45,169.43,165.48,555.75,655.0,655.375,664.25,24.31,23.27,137.1764705882353,139.36470588235292,115.44,117.88,7.606854838709677,10.4,1.1345341937797335,3638.4875,0.0,431.4554687500004,2,0.2441666666666667,-5.538709677419354,-19.814166666666665,4.816805555555556,-0.8897849462365591,-14.2925,1.1345554065434773,1.1452651709318749,1.147133357441244,3638.4804166666654,3628.27567204301,3404.5354166666666,0.0079722222222222,0.0190994623655914,0.0235277777777777,431.5145833333336,460.04516129032265,437.1763020833333,2.0,2.0,2.0,0,401.17,125.9,-0.001588562351072298,0.0032051282051281937
201408,401.65,125.7,133.35294117647058,111.38,155.9,218.65,550.25,22.24,-0.866,-0.5,0.9197,151.95,137.57999999999998,134.5,122.7,171.7,167.45499999999998,599.0,605.375,667.5,643.25,22.63,24.31,134.94117647058823,137.1764705882353,111.52,115.44,5.946102150537635,9.25241935483871,1.1345341937797335,3638.4875,0.0,431.4554687500004,2,7.606854838709677,0.2441666666666667,-5.538709677419354,10.4,4.816805555555556,-0.8897849462365591,1.1345341937797335,1.1345554065434773,1.1452651709318749,3638.4875,3638.4804166666654,3628.27567204301,0.0,0.0079722222222222,0.0190994623655914,431.4554687500004,431.5145833333336,460.04516129032265,2.0,2.0,2.0,0,401.17,125.7,0.0,0.004792332268370503
201409,401.17,125.8,132.80588235294115,109.44,160.45,235.43,477.75,24.58,-1.0,-0.0,0.8961,145.85,141.68,133.48,128.6,177.02,169.43,697.25,555.75,655.0,655.375,22.035,22.63,133.35294117647058,134.94117647058823,111.38,111.52,-3.549305555555556,1.2383333333333335,1.135037758010044,3641.3209722222223,0.0114722222222222,433.216640625,2,5.946102150537635,7.606854838709677,0.2441666666666667,9.25241935483871,10.4,4.816805555555556,1.1345341937797335,1.1345341937797335,1.1345554065434773,3638.4875,3638.4875,3638.4804166666654,0.0,0.0,0.0079722222222222,431.4554687500004,431.4554687500004,431.5145833333336,2.0,2.0,2.0,0,401.17,125.7,0.0007955449482894839,0.0007949125596184992
201410,402.0,125.9,130.5529411764706,105.88,169.5,234.15,532.5,23.79,-0.866,0.5,0.8933,145.82,151.95,137.57999999999998,134.5,181.2,171.7,713.0,599.0,605.375,667.5,21.44,22.035,132.80588235294115,133.35294117647058,109.44,111.38,-9.229301075268818,-3.9051075268817206,1.1434679326469837,3714.7155913978495,0.0469489247311828,466.1241431451614,2,-3.549305555555556,5.946102150537635,7.606854838709677,1.2383333333333335,9.25241935483871,10.4,1.135037758010044,1.1345341937797335,1.1345341937797335,3641.3209722222223,3638.4875,3638.4875,0.0114722222222222,0.0,0.0,433.216640625,431.4554687500004,431.4554687500004,2.0,2.0,2.0,0,403.66,125.8,0.0007949125596184992,-0.001588562351072298
201411,402.83,125.4,131.8235294117647,110.56,168.88,231.07,577.25,21.93,-0.5,0.866,0.873,137.8,145.85,141.68,133.48,197.05,177.02,627.25,697.25,555.75,655.0,22.24,21.44,130.5529411764706,132.80588235294115,105.88,109.44,-18.22833333333333,-13.00125,0.916131559024515,158.40805555555556,0.0118611111111111,8.349690393518513,0,-9.229301075268818,-3.549305555555556,5.946102150537635,-3.9051075268817206,1.2383333333333335,9.25241935483871,1.1434679326469837,1.135037758010044,1.1345341937797335,3714.7155913978495,3641.3209722222223,3638.4875,0.0469489247311828,0.0114722222222222,0.0,466.1241431451614,433.216640625,431.4554687500004,2.0,2.0,2.0,0,403.66,125.9,-0.003971405877680745,0.0
201412,403.66,124.5,125.62941176470588,99.76,165.7,219.45,589.75,17.82,-0.0,1.0,0.8617,147.865,145.82,151.95,137.57999999999998,208.865,181.2,578.75,713.0,599.0,605.375,24.58,22.24,131.8235294117647,130.5529411764706,110.56,105.88,-24.840591397849465,-18.56518817204301,1.1935154902424685,689.2509408602151,0.0375403225806451,108.04677419354842,1,-18.22833333333333,-9.229301075268818,-3.549305555555556,-13.00125,-3.9051075268817206,1.2383333333333335,0.916131559024515,1.1434679326469837,1.135037758010044,158.40805555555556,3714.7155913978495,3641.3209722222223,0.0118611111111111,0.0469489247311828,0.0114722222222222,8.349690393518513,466.1241431451614,433.216640625,0.0,2.0,2.0,0,403.66,125.4,-0.0071770334928230595,0.0007955449482894839
201501,404.4566666666667,124.3,113.31176470588235,87.46000000000001,154.85,205.2,502.75,16.14,0.5,0.866,0.7855,157.93,137.8,145.85,141.68,220.68,197.05,530.25,627.25,697.25,555.75,23.79,24.58,125.62941176470588,131.8235294117647,99.76,110.56,-34.50094086021505,-28.83225806451613,1.222830913799802,1431.065994623656,0.0080913978494623,266.6988200044803,2,-24.840591397849465,-18.22833333333333,-9.229301075268818,-18.56518817204301,-13.00125,-3.9051075268817206,1.1935154902424685,0.916131559024515,1.1434679326469837,689.2509408602151,158.40805555555556,3714.7155913978495,0.0375403225806451,0.0118611111111111,0.0469489247311828,108.04677419354842,8.349690393518513,466.1241431451614,1.0,0.0,2.0,0,406.05,124.5,-0.0016064257028112205,0.0007949125596184992
201502,405.2533333333333,125.4,115.44117647058825,95.8,156.4,209.31666666666663,490.8333333333333,16.166666666666668,0.866,0.5,0.7992,155.9,147.865,145.82,151.95,218.65,208.865,550.25,578.75,713.0,599.0,21.93,23.79,113.31176470588235,125.62941176470588,87.46000000000001,99.76,-35.89732142857143,-29.87425595238096,1.2452367274595464,2290.7120535714284,0.0128125,450.7516648065477,2,-34.50094086021505,-24.840591397849465,-18.22833333333333,-28.83225806451613,-18.56518817204301,-13.00125,1.222830913799802,1.1935154902424685,0.916131559024515,1431.065994623656,689.2509408602151,158.40805555555556,0.0080913978494623,0.0375403225806451,0.0118611111111111,266.6988200044803,108.04677419354842,8.349690393518513,2.0,1.0,0.0,0,406.05,124.3,0.008849557522123908,-0.003971405877680745
201503,406.05,126.3,120.38235294117646,94.4,157.95,213.4333333333333,478.9166666666667,16.19333333333333,1.0,0.0,0.7891,160.45,157.93,137.8,145.85,235.43,220.68,477.75,530.25,627.25,697.25,17.82,21.93,115.44117647058825,113.31176470588235,95.8,87.46000000000001,-28.96465053763441,-22.71989247311828,1.2284439035724428,3084.681989247312,0.0083736559139784,572.979183467742,2,-35.89732142857143,-34.50094086021505,-24.840591397849465,-29.87425595238096,-28.83225806451613,-18.56518817204301,1.2452367274595464,1.222830913799802,1.1935154902424685,2290.7120535714284,1431.065994623656,689.2509408602151,0.0128125,0.0080913978494623,0.0375403225806451,450.7516648065477,266.6988200044803,108.04677419354842,2.0,2.0,1.0,0,406.05,125.4,0.0071770334928229484,-0.0071770334928230595
201504,405.72,126.2,111.52941176470588,86.26,159.5,217.55,467.0,16.22,0.866,-0.5,0.8321,169.5,155.9,147.865,145.82,234.15,218.65,532.5,550.25,578.75,713.0,16.14,17.82,120.38235294117646,115.44117647058825,94.4,95.8,-17.779166666666665,-12.281805555555556,1.21875353729336,3616.397638888889,0.0212916666666666,649.0385243055556,2,-28.96465053763441,-35.89732142857143,-34.50094086021505,-22.71989247311828,-29.87425595238096,-28.83225806451613,1.2284439035724428,1.2452367274595464,1.222830913799802,3084.681989247312,2290.7120535714284,1431.065994623656,0.0083736559139784,0.0128125,0.0080913978494623,572.979183467742,450.7516648065477,266.6988200044803,2.0,2.0,2.0,0,405.06,126.3,-0.0007917656373712667,-0.0016064257028112205
201505,405.39,126.9,112.59411764705884,89.58,152.32,222.95,477.0,16.22,0.5,-0.866,0.8048,168.88,160.45,157.93,137.8,231.07,235.43,577.25,477.75,530.25,627.25,16.166666666666668,16.14,111.52941176470588,120.38235294117646,86.26,94.4,-9.319758064516128,-3.89005376344086,1.2098979841711028,3833.2557795698926,0.0514650537634408,665.0252688172043,2,-17.779166666666665,-28.96465053763441,-35.89732142857143,-12.281805555555556,-22.71989247311828,-29.87425595238096,1.21875353729336,1.2284439035724428,1.2452367274595464,3616.397638888889,3084.681989247312,2290.7120535714284,0.0212916666666666,0.0083736559139784,0.0128125,649.0385243055556,572.979183467742,450.7516648065477,2.0,2.0,2.0,0,405.06,126.2,0.005546751188589605,0.008849557522123908
201506,405.06,127.2,112.56470588235295,88.16,147.85,214.73,614.75,16.71,0.0,-1.0,0.8057,165.7,169.5,155.9,147.865,219.45,234.15,589.75,532.5,550.25,578.75,16.19333333333333,16.166666666666668,112.59411764705884,111.52941176470588,89.58,86.26,-2.343888888888889,1.7180555555555554,1.2136137744432287,3892.017916666666,0.0364583333333333,685.0520833333336,2,-9.319758064516128,-17.779166666666665,-28.96465053763441,-3.89005376344086,-12.281805555555556,-22.71989247311828,1.2098979841711028,1.21875353729336,1.2284439035724428,3833.2557795698926,3616.397638888889,3084.681989247312,0.0514650537634408,0.0212916666666666,0.0083736559139784,665.0252688172043,649.0385243055556,572.979183467742,2.0,2.0,2.0,0,405.06,126.9,0.0023640661938533203,0.0071770334928229484
201507,405.24,127.3,110.81176470588235,84.94,145.7,210.73,499.25,16.41,-0.5,-0.866,0.7689,154.85,168.88,160.45,157.93,205.2,231.07,502.75,577.25,477.75,530.25,16.22,16.19333333333333,112.56470588235295,112.59411764705884,88.16,89.58,2.222715053763441,6.575940860215053,1.2136208168199392,3892.120833333333,0.0,685.0888020833336,2,-2.343888888888889,-9.319758064516128,-17.779166666666665,1.7180555555555554,-3.89005376344086,-12.281805555555556,1.2136137744432287,1.2098979841711028,1.21875353729336,3892.017916666666,3833.2557795698926,3616.397638888889,0.0364583333333333,0.0514650537634408,0.0212916666666666,685.0520833333336,665.0252688172043,649.0385243055556,2.0,2.0,2.0,0,405.6,127.2,0.0007861635220125507,-0.0007917656373712667
201508,405.42,127.3,106.66470588235292,80.47999999999999,145.5,201.82,482.5,16.3,-0.866,-0.5,0.7554,156.4,165.7,169.5,155.9,209.31666666666663,219.45,490.8333333333333,589.75,532.5,550.25,16.22,16.22,110.81176470588235,112.56470588235295,84.94,88.16,2.206989247311828,6.44005376344086,1.2136208168199392,3892.120833333333,0.0,685.0888020833336,2,2.222715053763441,-2.343888888888889,-9.319758064516128,6.575940860215053,1.7180555555555554,-3.89005376344086,1.2136208168199392,1.2136137744432287,1.2098979841711028,3892.120833333333,3892.017916666666,3833.2557795698926,0.0,0.0364583333333333,0.0514650537634408,685.0888020833336,685.0520833333336,665.0252688172043,2.0,2.0,2.0,0,405.6,127.3,0.0,0.005546751188589605
201509,405.6,127.1,104.2470588235294,81.67999999999999,124.68,178.18,512.75,15.82,-1.0,-0.0,0.7452,157.95,154.85,168.88,160.45,213.4333333333333,205.2,478.9166666666667,502.75,577.25,477.75,16.71,16.22,106.66470588235292,110.81176470588235,80.47999999999999,84.94,-2.932361111111111,1.7886111111111112,1.213650346817663,3893.517361111111,0.0204166666666666,685.413029513889,2,2.206989247311828,2.222715053763441,-2.343888888888889,6.44005376344086,6.575940860215053,1.7180555555555554,1.2136208168199392,1.2136208168199392,1.2136137744432287,3892.120833333333,3892.120833333333,3892.017916666666,0.0,0.0,0.0364583333333333,685.0888020833336,685.0888020833336,685.0520833333336,2.0,2.0,2.0,0,405.6,127.3,-0.0015710919088767206,0.0023640661938533203
201510,407.22,127.2,106.7470588235294,84.17999999999999,139.25,190.9,522.0,15.43,-0.866,0.5,0.7648,159.5,156.4,165.7,169.5,217.55,209.31666666666663,467.0,490.8333333333333,589.75,532.5,16.41,16.71,104.2470588235294,106.66470588235292,81.67999999999999,80.47999999999999,-11.61491935483871,-6.221102150537635,1.2217992722155595,3969.3268817204303,0.022768817204301,720.7354334677419,2,-2.932361111111111,2.206989247311828,2.222715053763441,1.7886111111111112,6.44005376344086,6.575940860215053,1.213650346817663,1.2136208168199392,1.2136208168199392,3893.517361111111,3892.120833333333,3892.120833333333,0.0204166666666666,0.0,0.0,685.413029513889,685.0888020833336,685.0888020833336,2.0,2.0,2.0,0,410.46,127.1,0.0007867820613691734,0.0007861635220125507
201511,408.84,127.1,107.45882352941176,84.72,137.525,178.9,496.0,14.495,-0.5,0.866,0.7481,152.32,157.95,154.85,168.88,222.95,213.4333333333333,477.0,478.9166666666667,502.75,577.25,16.3,16.41,106.7470588235294,104.2470588235294,84.17999999999999,81.67999999999999,-19.07263888888889,-13.258888888888889,1.4001324060956646,189.44333333333333,0.0267361111111111,39.3849681712963,0,-11.61491935483871,-2.932361111111111,2.206989247311828,-6.221102150537635,1.7886111111111112,6.44005376344086,1.2217992722155595,1.213650346817663,1.2136208168199392,3969.3268817204303,3893.517361111111,3892.120833333333,0.022768817204301,0.0204166666666666,0.0,720.7354334677419,685.413029513889,685.0888020833336,2.0,2.0,2.0,0,410.46,127.2,-0.0007861635220126617,0.0
201512,410.46,126.5,102.67647058823528,77.17999999999999,135.8,166.9,470.0,13.56,-0.0,1.0,0.7209,147.85,159.5,156.4,165.7,214.73,217.55,614.75,467.0,490.8333333333333,589.75,15.82,16.3,107.45882352941176,106.7470588235294,84.72,84.17999999999999,-29.565994623655914,-23.05631720430108,1.3523859546223418,784.7348118279571,0.0297311827956989,203.53064516129035,1,-19.07263888888889,-11.61491935483871,-2.932361111111111,-13.258888888888889,-6.221102150537635,1.7886111111111112,1.4001324060956646,1.2217992722155595,1.213650346817663,189.44333333333333,3969.3268817204303,3893.517361111111,0.0267361111111111,0.022768817204301,0.0204166666666666,39.3849681712963,720.7354334677419,685.413029513889,0.0,2.0,2.0,0,410.46,127.1,-0.00472069236821393,-0.0015710919088767206
201601,411.8333333333333,126.8,94.7,69.26,135.3,157.25,479.25,13.73,0.5,0.866,0.7154,145.7,152.32,157.95,154.85,210.73,222.95,499.25,477.0,478.9166666666667,502.75,15.43,15.82,102.67647058823528,107.45882352941176,77.17999999999999,84.72,-28.3244623655914,-22.168548387096774,1.2572626176450803,1457.7158602150537,0.0151478494623655,293.3486855958782,2,-29.565994623655914,-19.07263888888889,-11.61491935483871,-23.05631720430108,-13.258888888888889,-6.221102150537635,1.3523859546223418,1.4001324060956646,1.2217992722155595,784.7348118279571,189.44333333333333,3969.3268817204303,0.0297311827956989,0.0267361111111111,0.022768817204301,203.53064516129035,39.3849681712963,720.7354334677419,1.0,0.0,2.0,0,414.58,126.5,0.002371541501976271,0.0007867820613691734
201602,413.20666666666665,127.1,90.57058823529412,69.48,139.5,158.15,445.0,13.8,0.866,0.5,0.7382,145.5,147.85,159.5,156.4,201.82,214.73,482.5,614.75,467.0,490.8333333333333,14.495,15.43,94.7,102.67647058823528,69.26,77.17999999999999,-28.38160919540229,-22.33462643678161,1.152045296876084,2131.084051724138,0.0307758620689655,275.3084680316092,2,-28.3244623655914,-29.565994623655914,-19.07263888888889,-22.168548387096774,-23.05631720430108,-13.258888888888889,1.2572626176450803,1.3523859546223418,1.4001324060956646,1457.7158602150537,784.7348118279571,189.44333333333333,0.0151478494623655,0.0297311827956989,0.0267361111111111,293.3486855958782,203.53064516129035,39.3849681712963,2.0,1.0,0.0,0,414.58,126.8,0.0023659305993690705,-0.0007861635220126617
201603,414.58,127.9,92.66470588235292,72.38,132.93,160.98,473.5,13.78,1.0,0.0,0.7706,124.68,145.7,152.32,157.95,178.18,210.73,512.75,499.25,477.0,478.9166666666667,13.56,14.495,90.57058823529412,94.7,69.48,69.26,-27.851075268817205,-21.30470430107527,1.1150731037378625,2800.381182795699,0.0226747311827957,288.678377016129,2,-28.38160919540229,-28.3244623655914,-29.565994623655914,-22.33462643678161,-22.168548387096774,-23.05631720430108,1.152045296876084,1.2572626176450803,1.3523859546223418,2131.084051724138,1457.7158602150537,784.7348118279571,0.0307758620689655,0.0151478494623655,0.0297311827956989,275.3084680316092,293.3486855958782,203.53064516129035,2.0,2.0,1.0,0,414.58,127.1,0.006294256490952055,-0.00472069236821393
201604,419.52,128.3,91.86470588235296,70.46000000000001,123.1,140.43,478.0,13.62,0.866,-0.5,0.7966,139.25,145.5,147.85,159.5,190.9,201.82,522.0,482.5,614.75,467.0,13.73,13.56,92.66470588235292,90.57058823529412,72.38,69.48,-16.500555555555554,-10.643472222222222,1.1156185624142565,3310.084027777777,0.060375,342.72491319444447,2,-27.851075268817205,-28.38160919540229,-28.3244623655914,-21.30470430107527,-22.33462643678161,-22.168548387096774,1.1150731037378625,1.152045296876084,1.2572626176450803,2800.381182795699,2131.084051724138,1457.7158602150537,0.0226747311827957,0.0307758620689655,0.0151478494623655,288.678377016129,275.3084680316092,293.3486855958782,2.0,2.0,2.0,0,429.4,127.9,0.0031274433150898506,0.002371541501976271
201605,424.46,128.8,95.3294117647059,76.44,121.55,142.365,454.625,14.435,0.5,-0.866,0.767,137.525,124.68,145.7,152.32,178.9,178.18,496.0,512.75,499.25,477.0,13.8,13.73,91.86470588235296,92.66470588235292,70.46000000000001,72.38,-6.318548387096774,-1.328225806451613,1.0931384679326346,3463.1576612903223,0.0329301075268817,294.9271505376344,2,-16.500555555555554,-27.851075268817205,-28.38160919540229,-10.643472222222222,-21.30470430107527,-22.33462643678161,1.1156185624142565,1.1150731037378625,1.152045296876084,3310.084027777777,2800.381182795699,2131.084051724138,0.060375,0.0226747311827957,0.0307758620689655,342.72491319444447,288.678377016129,275.3084680316092,2.0,2.0,2.0,0,429.4,128.3,0.0038971161340608518,0.0023659305993690705
201606,429.4,129.1,101.37058823529412,80.74,120.0,144.3,431.25,15.25,0.0,-1.0,0.7731,135.8,139.25,145.5,147.85,166.9,190.9,470.0,522.0,482.5,614.75,13.78,13.8,95.3294117647059,91.86470588235296,76.44,70.46000000000001,1.3809722222222225,5.207916666666667,1.08807221685227,3489.4104166666666,0.0060277777777777,282.44458333333324,2,-6.318548387096774,-16.500555555555554,-27.851075268817205,-1.328225806451613,-10.643472222222222,-21.30470430107527,1.0931384679326346,1.1156185624142565,1.1150731037378625,3463.1576612903223,3310.084027777777,2800.381182795699,0.0329301075268817,0.060375,0.0226747311827957,294.9271505376344,342.72491319444447,288.678377016129,2.0,2.0,2.0,0,429.4,128.8,0.0023291925465838137,0.006294256490952055
201607,426.76666666666665,128.9,100.95882352941176,77.36,113.07,140.05,407.75,15.26,-0.5,-0.866,0.7656,135.3,137.525,124.68,145.7,157.25,178.9,479.25,496.0,512.75,499.25,13.62,13.78,101.37058823529412,95.3294117647059,80.74,76.44,4.8247311827956985,8.109811827956989,1.0880530033163611,3489.420833333333,0.0,282.3888020833333,2,1.3809722222222225,-6.318548387096774,-16.500555555555554,5.207916666666667,-1.328225806451613,-10.643472222222222,1.08807221685227,1.0931384679326346,1.1156185624142565,3489.4104166666666,3463.1576612903223,3310.084027777777,0.0060277777777777,0.0329301075268817,0.060375,282.44458333333324,294.9271505376344,342.72491319444447,2.0,2.0,2.0,0,421.5,129.1,-0.0015491866769944407,0.0031274433150898506
201608,424.1333333333333,128.7,98.2,76.36,111.95,140.52,361.0,16.91,-0.866,-0.5,0.7641,139.5,135.8,139.25,145.5,158.15,166.9,445.0,470.0,522.0,482.5,14.435,13.62,100.95882352941176,101.37058823529412,77.36,80.74,5.466129032258064,8.995161290322581,1.0880530033163611,3489.420833333333,0.0,282.3888020833333,2,4.8247311827956985,1.3809722222222225,-6.318548387096774,8.109811827956989,5.207916666666667,-1.328225806451613,1.0880530033163611,1.08807221685227,1.0931384679326346,3489.420833333333,3489.4104166666666,3463.1576612903223,0.0,0.0060277777777777,0.0329301075268817,282.3888020833333,282.44458333333324,294.9271505376344,2.0,2.0,2.0,0,421.5,128.9,-0.0015515903801397446,0.0038971161340608518
201609,421.5,128.8,100.28235294117648,77.03999999999999,98.9,123.15,402.0,16.39,-1.0,-0.0,0.7603,132.93,135.3,137.525,124.68,160.98,157.25,473.5,479.25,496.0,512.75,15.25,14.435,98.2,100.95882352941176,76.36,77.36,-2.026805555555556,2.655138888888889,1.088314730075045,3491.427222222222,0.0032083333333333,283.322890625,2,5.466129032258064,4.8247311827956985,1.3809722222222225,8.995161290322581,8.109811827956989,5.207916666666667,1.0880530033163611,1.0880530033163611,1.08807221685227,3489.420833333333,3489.420833333333,3489.4104166666666,0.0,0.0,0.0060277777777777,282.3888020833333,282.3888020833333,282.44458333333324,2.0,2.0,2.0,0,421.5,128.7,0.0007770007770009357,0.0023291925465838137
201610,418.7166666666666,129.1,105.2470588235294,83.6,103.1,121.85,416.25,14.78,-0.866,0.5,0.7462,123.1,139.5,135.8,139.25,140.43,158.15,478.0,445.0,470.0,522.0,15.26,15.25,100.28235294117648,98.2,77.03999999999999,76.36,-10.951612903225806,-5.504166666666666,1.0962564635345955,3561.524059139785,0.0281317204301075,312.9326108870968,2,-2.026805555555556,5.466129032258064,4.8247311827956985,2.655138888888889,8.995161290322581,8.109811827956989,1.088314730075045,1.0880530033163611,1.0880530033163611,3491.427222222222,3489.420833333333,3489.420833333333,0.0032083333333333,0.0,0.0,283.322890625,282.3888020833333,282.3888020833333,2.0,2.0,2.0,0,413.15,128.8,0.0023291925465838137,-0.0015491866769944407
201611,415.9333333333333,128.6,105.6,83.32000000000001,110.75,128.43,380.5,16.76,-0.5,0.866,0.7445,121.55,132.93,135.3,137.525,142.365,160.98,454.625,473.5,479.25,496.0,16.91,15.26,105.2470588235294,100.28235294117648,83.6,77.03999999999999,-17.83402777777778,-12.247916666666669,1.0395524458993326,170.11944444444444,0.0324722222222222,20.06107928240741,0,-10.951612903225806,-2.026805555555556,5.466129032258064,-5.504166666666666,2.655138888888889,8.995161290322581,1.0962564635345955,1.088314730075045,1.0880530033163611,3561.524059139785,3491.427222222222,3489.420833333333,0.0281317204301075,0.0032083333333333,0.0,312.9326108870968,283.322890625,282.3888020833333,2.0,2.0,2.0,0,413.15,129.1,-0.0038729666924864903,-0.0015515903801397446
