REF_DATE_DT,RNFB_intp,CPI no adjusted,diesel_price,jet_price,LE Price,GF Price,ZW Price,DC Price,month_sin,month_cos,currency_rate,LE_lag_6M,LE_lag_8M,LE_lag_10M,LE_lag_12M,GF_lag_6M,GF_lag_8M,ZW_lag_6M,ZW_lag_8M,ZW_lag_10M,ZW_lag_12M,DC_lag_3M,DC_lag_4M,Diesel_Price_lag_1M,Diesel_Price_lag_2M,Jet_Price_lag_1M,Jet_Price_lag_2M,apparent_temperature,temperature_2m,WRSI,FDD,snowfall,WRSI_Anomaly,WRSI_state,apparent_temperature_lag_1m,apparent_temperature_lag_2m,apparent_temperature_lag_3m,temperature_2m_lag_1m,temperature_2m_lag_2m,temperature_2m_lag_3m,WRSI_lag_1m,WRSI_lag_2m,WRSI_lag_3m,FDD_lag_1m,FDD_lag_2m,FDD_lag_3m,snowfall_lag_1m,snowfall_lag_2m,snowfall_lag_3m,WRSI_Anomaly_lag_1m,WRSI_Anomaly_lag_2m,WRSI_Anomaly_lag_3m,WRSI_state_lag_1m,WRSI_state_lag_2m,WRSI_state_lag_3m,covid_flag,RNFB_w/out,CPI_lag_1m,CPI_change_rate,CPI_change_rate_lag_3m
201907,421.92333333333335,137.0,123.34117647058824,95.58,106.9,141.52,487.25,17.25,-0.5,-0.866,0.7606,124.8,116.93,113.45,106.9,142.1,145.23,516.5,515.75,509.0,508.0,15.96,15.06,124.6,131.15882352941176,94.7,104.54,5.159005376344086,8.290994623655914,1.0244544804414584,3285.458333333333,0.0,78.42630208333367,2,2.775138888888889,-3.848387096774193,-16.34263888888889,6.291666666666667,0.4963709677419355,-10.28625,1.024475629893519,1.0363715493344714,1.0602569037898002,3285.458333333333,3283.211424731183,3145.839861111111,0.0003888888888888,0.0087499999999999,0.0243055555555555,78.49250000000028,114.9809139784946,178.4807465277778,2.0,2.0,2.0,0,421.69,136.3,0.005135730007336692,0.004431314623338123
201908,421.8066666666667,136.8,121.78235294117648,93.62,105.0,132.4,451.25,17.61,-0.866,-0.5,0.753,129.95,124.8,115.85,106.8,142.88,148.85,452.5,503.25,500.5,518.5,16.38,15.96,123.34117647058824,124.6,95.58,94.7,4.896505376344086,8.213037634408602,1.0244544804414584,3285.458333333333,0.0,78.42630208333367,2,5.159005376344086,2.775138888888889,-3.848387096774193,8.290994623655914,6.291666666666667,0.4963709677419355,1.0244544804414584,1.024475629893519,1.0363715493344714,3285.458333333333,3285.458333333333,3283.211424731183,0.0,0.0003888888888888,0.0087499999999999,78.42630208333367,78.49250000000028,114.9809139784946,2.0,2.0,2.0,0,421.69,137.0,-0.0014598540145984717,0.004411764705882337
201909,421.69,136.2,123.03529411764706,96.74,108.34,139.175,480.0,18.86,-1.0,-0.0,0.7556,125.7,124.8,116.93,113.45,145.25,142.1,457.75,516.5,515.75,509.0,16.27,16.38,121.78235294117648,123.34117647058824,93.62,95.58,0.0611111111111111,4.184027777777778,1.024112250014867,3285.458333333333,0.0013611111111111,77.35400173611129,2,4.896505376344086,5.159005376344086,2.775138888888889,8.213037634408602,8.290994623655914,6.291666666666667,1.0244544804414584,1.0244544804414584,1.024475629893519,3285.458333333333,3285.458333333333,3285.458333333333,0.0,0.0,0.0003888888888888,78.42630208333367,78.42630208333367,78.49250000000028,2.0,2.0,2.0,0,421.69,136.8,-0.004385964912280826,-0.002196193265007196
201910,420.7,136.6,127.22941176470589,101.6,111.68,145.95,508.75,20.11,-0.866,0.5,0.7596,123.75,129.95,124.8,115.85,141.6,142.88,418.5,452.5,503.25,500.5,17.25,16.27,123.03529411764706,121.78235294117648,96.74,93.62,-4.49744623655914,0.2153225806451612,1.0137983830429247,3293.203225806452,0.022768817204301,44.61177755376357,2,0.0611111111111111,4.896505376344086,5.159005376344086,4.184027777777778,8.213037634408602,8.290994623655914,1.024112250014867,1.0244544804414584,1.0244544804414584,3285.458333333333,3285.458333333333,3285.458333333333,0.0013611111111111,0.0,0.0,77.35400173611129,78.42630208333367,78.42630208333367,2.0,2.0,2.0,0,418.72,136.2,0.002936857562408246,0.005135730007336692
201911,419.71,136.4,129.85294117647058,105.02,121.2,142.27,547.5,20.36,-0.5,0.866,0.7535,108.47,125.7,124.8,116.93,133.13,145.25,503.0,457.75,516.5,515.75,17.61,17.25,127.22941176470589,123.03529411764706,101.6,96.74,-14.095416666666669,-8.193333333333333,0.8951116735216257,138.01652777777778,0.0321805555555555,-12.041837384259267,0,-4.49744623655914,0.0611111111111111,4.896505376344086,0.2153225806451612,4.184027777777778,8.213037634408602,1.0137983830429247,1.024112250014867,1.0244544804414584,3293.203225806452,3285.458333333333,3285.458333333333,0.022768817204301,0.0013611111111111,0.0,44.61177755376357,77.35400173611129,78.42630208333367,2.0,2.0,2.0,0,418.72,136.6,-0.0014641288433381305,-0.0014598540145984717
201912,418.72,136.4,130.4294117647059,105.64,121.29,139.17000000000002,550.625,18.7,-0.0,1.0,0.7657,110.5,123.75,129.95,124.8,136.85,141.6,528.0,418.5,452.5,503.25,18.86,17.61,129.85294117647058,127.22941176470589,105.02,101.6,-22.244489247311822,-15.981182795698926,0.8585059690917533,499.85483870967744,0.0122311827956989,-81.34932795698924,1,-14.095416666666669,-4.49744623655914,0.0611111111111111,-8.193333333333333,0.2153225806451612,4.184027777777778,0.8951116735216257,1.0137983830429247,1.024112250014867,138.01652777777778,3293.203225806452,3285.458333333333,0.0321805555555555,0.022768817204301,0.0013611111111111,-12.041837384259267,44.61177755376357,77.35400173611129,0.0,2.0,2.0,0,418.72,136.4,0.0,-0.004385964912280826
202001,418.03,136.8,129.91176470588235,100.0,121.38,136.07,553.75,17.04,0.5,0.866,0.7569,106.9,108.47,125.7,124.8,141.52,133.13,487.25,503.0,457.75,516.5,20.11,18.86,130.4294117647059,129.85294117647058,105.64,105.02,-32.55403225806452,-26.046370967741936,0.9720342312659892,1143.1219086021506,0.013266129032258,-21.24526601702509,2,-22.244489247311822,-14.095416666666669,-4.49744623655914,-15.981182795698926,-8.193333333333333,0.2153225806451612,0.8585059690917533,0.8951116735216257,1.0137983830429247,499.85483870967744,138.01652777777778,3293.203225806452,0.0122311827956989,0.0321805555555555,0.022768817204301,-81.34932795698924,-12.041837384259267,44.61177755376357,1.0,0.0,2.0,0,416.65,136.4,0.0029325513196480912,0.002936857562408246
202002,417.34,137.4,123.19411764705885,88.56,112.7,131.27,529.0,16.98,0.866,0.5,0.7486,105.0,110.5,123.75,129.95,132.4,136.85,451.25,528.0,418.5,452.5,20.36,20.11,129.91176470588235,130.4294117647059,100.0,105.64,-34.849137931034484,-28.63850574712644,1.0503815013200537,1952.730316091954,0.0032183908045977,96.95473239942528,2,-32.55403225806452,-22.244489247311822,-14.095416666666669,-26.046370967741936,-15.981182795698926,-8.193333333333333,0.9720342312659892,0.8585059690917533,0.8951116735216257,1143.1219086021506,499.85483870967744,138.01652777777778,0.013266129032258,0.0122311827956989,0.0321805555555555,-21.24526601702509,-81.34932795698924,-12.041837384259267,2.0,1.0,0.0,0,416.65,136.8,0.004385964912280604,-0.0014641288433381305
202003,416.65,136.6,110.34117647058824,71.71000000000001,101.35,125.225,529.375,14.175,1.0,0.0,0.7053,108.34,106.9,108.47,125.7,139.175,141.52,480.0,487.25,503.0,457.75,18.7,20.36,123.19411764705885,129.91176470588235,88.56,100.0,-25.8228494623656,-19.04005376344086,1.0767935618319493,2703.703629032258,0.0297311827956989,192.0008232526881,2,-34.849137931034484,-32.55403225806452,-22.244489247311822,-28.63850574712644,-26.046370967741936,-15.981182795698926,1.0503815013200537,0.9720342312659892,0.8585059690917533,1952.730316091954,1143.1219086021506,499.85483870967744,0.0032183908045977,0.013266129032258,0.0122311827956989,96.95473239942528,-21.24526601702509,-81.34932795698924,2.0,2.0,1.0,1,416.65,137.4,-0.005822416302765698,0.0
202004,422.75666666666666,135.7,98.0764705882353,50.29,90.0,119.18,529.75,11.37,0.866,-0.5,0.7208,111.68,105.0,110.5,123.75,145.95,132.4,508.75,451.25,528.0,418.5,17.04,18.7,110.34117647058824,123.19411764705885,71.71000000000001,88.56,-16.019166666666667,-10.51375,1.0678844276909656,3168.4205555555554,0.0223611111111111,201.0614409722222,2,-25.8228494623656,-34.849137931034484,-32.55403225806452,-19.04005376344086,-28.63850574712644,-26.046370967741936,1.0767935618319493,1.0503815013200537,0.9720342312659892,2703.703629032258,1952.730316091954,1143.1219086021506,0.0297311827956989,0.0032183908045977,0.013266129032258,192.0008232526881,96.95473239942528,-21.24526601702509,2.0,2.0,2.0,1,434.97,136.6,-0.0065885797950220315,0.0029325513196480912
202005,428.8633333333333,136.1,91.24117647058824,47.68,99.72,135.35,520.75,12.18,0.5,-0.866,0.7273,121.2,108.34,106.9,108.47,142.27,139.175,547.5,480.0,487.25,503.0,16.98,17.04,98.0764705882353,110.34117647058824,50.29,71.71000000000001,-8.118682795698925,-2.670161290322581,1.0548654537298925,3341.9715053763443,0.0254973118279569,173.74099462365595,2,-16.019166666666667,-25.8228494623656,-34.849137931034484,-10.51375,-19.04005376344086,-28.63850574712644,1.0678844276909656,1.0767935618319493,1.0503815013200537,3168.4205555555554,2703.703629032258,1952.730316091954,0.0223611111111111,0.0297311827956989,0.0032183908045977,201.0614409722222,192.0008232526881,96.95473239942528,2.0,2.0,2.0,1,434.97,135.7,0.0029476787030213725,0.004385964912280604
202006,434.97,137.2,96.16470588235292,60.52,91.65,132.85,490.0,20.97,0.0,-1.0,0.7322,121.29,111.68,105.0,110.5,139.17000000000002,145.95,550.625,508.75,451.25,528.0,14.175,16.98,91.24117647058824,98.0764705882353,47.68,50.29,-0.5545833333333333,3.145694444444445,1.0515900424609412,3372.413333333333,0.0206111111111111,165.44750000000013,2,-8.118682795698925,-16.019166666666667,-25.8228494623656,-2.670161290322581,-10.51375,-19.04005376344086,1.0548654537298925,1.0678844276909656,1.0767935618319493,3341.9715053763443,3168.4205555555554,2703.703629032258,0.0254973118279569,0.0223611111111111,0.0297311827956989,173.74099462365595,201.0614409722222,192.0008232526881,2.0,2.0,2.0,1,434.97,136.1,0.008082292432035176,-0.005822416302765698
202007,431.65333333333336,137.2,100.8,67.02000000000001,102.82,144.68,531.25,24.55,-0.5,-0.866,0.7456,121.38,121.2,108.34,106.9,136.07,142.27,553.75,547.5,480.0,487.25,11.37,14.175,96.16470588235292,91.24117647058824,60.52,47.68,8.344354838709679,10.55967741935484,1.0515758705052691,3372.4375,0.0,165.40546875000018,2,-0.5545833333333333,-8.118682795698925,-16.019166666666667,3.145694444444445,-2.670161290322581,-10.51375,1.0515900424609412,1.0548654537298925,1.0678844276909656,3372.413333333333,3341.9715053763443,3168.4205555555554,0.0206111111111111,0.0254973118279569,0.0223611111111111,165.44750000000013,173.74099462365595,201.0614409722222,2.0,2.0,2.0,1,425.02,137.2,0.0,-0.0065885797950220315
202008,428.3366666666666,137.0,101.0470588235294,66.42,104.5,140.3,544.25,19.77,-0.866,-0.5,0.7645,112.7,121.29,111.68,105.0,131.27,139.17000000000002,529.0,550.625,508.75,451.25,12.18,11.37,100.8,96.16470588235292,67.02000000000001,60.52,6.746908602150538,9.503360215053764,1.0515758705052691,3372.4375,0.0,165.40546875000018,2,8.344354838709679,-0.5545833333333333,-8.118682795698925,10.55967741935484,3.145694444444445,-2.670161290322581,1.0515758705052691,1.0515900424609412,1.0548654537298925,3372.4375,3372.413333333333,3341.9715053763443,0.0,0.0206111111111111,0.0254973118279569,165.40546875000018,165.44750000000013,173.74099462365595,2.0,2.0,2.0,1,425.02,137.2,-0.001457725947521804,0.0029476787030213725
202009,425.02,136.9,99.2,62.31,108.55,141.35,578.0,19.53,-1.0,-0.0,0.7472,101.35,121.38,121.2,108.34,125.225,136.07,529.375,553.75,547.5,480.0,20.97,12.18,101.0470588235294,100.8,66.42,67.02000000000001,-2.181388888888889,2.341944444444444,1.0517795248485902,3374.219583333333,0.0401527777777777,166.1152517361111,2,6.746908602150538,8.344354838709679,-0.5545833333333333,9.503360215053764,10.55967741935484,3.145694444444445,1.0515758705052691,1.0515758705052691,1.0515900424609412,3372.4375,3372.4375,3372.413333333333,0.0,0.0,0.0206111111111111,165.40546875000018,165.40546875000018,165.44750000000013,2.0,2.0,2.0,1,425.02,137.0,-0.0007299270072992359,0.008082292432035176
202010,423.4066666666666,137.5,100.88823529411764,64.26,105.97,137.4,598.5,21.59,-0.866,0.5,0.751,90.0,112.7,121.29,111.68,119.18,131.27,529.75,529.0,550.625,508.75,24.55,20.97,99.2,101.0470588235294,62.31,66.42,-8.722715053763443,-3.530376344086022,1.0527483332643863,3419.9208333333336,0.0709408602150537,171.32938508064515,2,-2.181388888888889,6.746908602150538,8.344354838709679,2.341944444444444,9.503360215053764,10.55967741935484,1.0517795248485902,1.0515758705052691,1.0515758705052691,3374.219583333333,3372.4375,3372.4375,0.0401527777777777,0.0,0.0,166.1152517361111,165.40546875000018,165.40546875000018,2.0,2.0,2.0,1,420.18,136.9,0.0043827611395179655,0.0
202011,421.79333333333335,137.7,103.67647058823528,69.53,109.46,138.175,619.5,18.695,-0.5,0.866,0.7703,99.72,101.35,121.38,121.2,135.35,125.225,520.75,529.375,553.75,547.5,19.77,24.55,100.88823529411764,99.2,64.26,62.31,-18.83083333333333,-12.300416666666669,1.2871104319465645,179.66541666666666,0.0293611111111111,29.607051504629627,0,-8.722715053763443,-2.181388888888889,6.746908602150538,-3.530376344086022,2.341944444444444,9.503360215053764,1.0527483332643863,1.0517795248485902,1.0515758705052691,3419.9208333333336,3374.219583333333,3372.4375,0.0709408602150537,0.0401527777777777,0.0,171.32938508064515,166.1152517361111,165.40546875000018,2.0,2.0,2.0,1,420.18,137.5,0.001454545454545375,-0.001457725947521804
202012,420.18,137.4,108.38235294117646,76.92,112.95,138.95,640.5,15.8,-0.0,1.0,0.7843,91.65,90.0,112.7,121.29,132.85,119.18,490.0,529.75,529.0,550.625,19.53,19.77,103.67647058823528,100.88823529411764,69.53,64.26,-20.74744623655914,-13.988440860215054,0.9875303352618968,566.2477150537634,0.0363172043010752,-14.956451612903216,1,-18.83083333333333,-8.722715053763443,-2.181388888888889,-12.300416666666669,-3.530376344086022,2.341944444444444,1.2871104319465645,1.0527483332643863,1.0517795248485902,179.66541666666666,3419.9208333333336,3374.219583333333,0.0293611111111111,0.0709408602150537,0.0401527777777777,29.607051504629627,171.32938508064515,166.1152517361111,0.0,2.0,2.0,1,420.18,137.7,-0.002178649237472685,-0.0007299270072992359
202101,420.1166666666667,138.2,112.83529411764708,81.42,115.05,137.73,663.0,16.12,0.5,0.866,0.7827,102.82,99.72,101.35,121.38,144.68,135.35,531.25,520.75,529.375,553.75,21.59,19.53,108.38235294117646,103.67647058823528,76.92,69.53,-23.56747311827957,-17.43561827956989,0.9535783431491112,1106.7497311827958,0.0264381720430107,-57.61744343637992,2,-20.74744623655914,-18.83083333333333,-8.722715053763443,-13.988440860215054,-12.300416666666669,-3.530376344086022,0.9875303352618968,1.2871104319465645,1.0527483332643863,566.2477150537634,179.66541666666666,3419.9208333333336,0.0363172043010752,0.0293611111111111,0.0709408602150537,-14.956451612903216,29.607051504629627,171.32938508064515,1.0,0.0,2.0,1,419.99,137.4,0.005822416302765587,0.0043827611395179655
202102,420.0533333333333,138.9,117.80588235294118,89.4,113.1,138.68,655.0,15.63,0.866,0.5,0.785,104.5,91.65,90.0,112.7,140.3,132.85,544.25,490.0,529.75,529.0,18.695,21.59,112.83529411764708,108.38235294117646,81.42,76.92,-24.93645833333333,-18.795386904761905,0.8676624000890429,1593.168005952381,0.01625,-246.7923828125,2,-23.56747311827957,-20.74744623655914,-18.83083333333333,-17.43561827956989,-13.988440860215054,-12.300416666666669,0.9535783431491112,0.9875303352618968,1.2871104319465645,1106.7497311827958,566.2477150537634,179.66541666666666,0.0264381720430107,0.0363172043010752,0.0293611111111111,-57.61744343637992,-14.956451612903216,29.607051504629627,2.0,1.0,0.0,1,419.99,138.2,0.005065123010130401,0.001454545454545375
202103,419.99,139.6,124.12352941176472,92.09,120.97,143.88,618.0,17.6,1.0,0.0,0.7923,108.55,102.82,99.72,101.35,141.35,144.68,578.0,531.25,520.75,529.375,15.8,18.695,117.80588235294118,112.83529411764708,89.4,81.42,-27.55295698924731,-21.21491935483871,0.8712867125289835,2191.887231182796,0.0116666666666666,-319.8155745967742,2,-24.93645833333333,-23.56747311827957,-20.74744623655914,-18.795386904761905,-17.43561827956989,-13.988440860215054,0.8676624000890429,0.9535783431491112,0.9875303352618968,1593.168005952381,1106.7497311827958,566.2477150537634,0.01625,0.0264381720430107,0.0363172043010752,-246.7923828125,-57.61744343637992,-14.956451612903216,2.0,2.0,1.0,1,419.99,138.9,0.005039596832253412,-0.002178649237472685
202104,420.01,140.3,125.25882352941176,90.66,116.0,133.6,742.5,17.64,0.866,-0.5,0.8146,105.97,104.5,91.65,90.0,137.4,140.3,598.5,544.25,490.0,529.75,16.12,15.8,124.12352941176472,117.80588235294118,92.09,89.4,-12.674305555555556,-7.019027777777778,0.9027008648462124,2677.6541666666667,0.0340277777777777,-289.7049479166666,2,-27.55295698924731,-24.93645833333333,-23.56747311827957,-21.21491935483871,-18.795386904761905,-17.43561827956989,0.8712867125289835,0.8676624000890429,0.9535783431491112,2191.887231182796,1593.168005952381,1106.7497311827958,0.0116666666666666,0.01625,0.0264381720430107,-319.8155745967742,-246.7923828125,-57.61744343637992,2.0,2.0,2.0,1,420.05,139.6,0.005014326647564626,0.005822416302765587
202105,420.03,141.0,127.97058823529412,95.7,115.88,151.35,663.5,18.97,0.5,-0.866,0.828,109.46,108.55,102.82,99.72,138.175,141.35,619.5,578.0,531.25,520.75,15.63,16.12,125.25882352941176,124.12352941176472,90.66,92.09,-6.880376344086021,-1.846774193548387,0.8730666114120901,2766.0485215053764,0.0201344086021505,-402.1819892473118,2,-12.674305555555556,-27.55295698924731,-24.93645833333333,-7.019027777777778,-21.21491935483871,-18.795386904761905,0.9027008648462124,0.8712867125289835,0.8676624000890429,2677.6541666666667,2191.887231182796,1593.168005952381,0.0340277777777777,0.0116666666666666,0.01625,-289.7049479166666,-319.8155745967742,-246.7923828125,2.0,2.0,2.0,1,420.05,140.3,0.0049893086243761875,0.005065123010130401
202106,420.05,141.4,130.39411764705883,97.64,122.5,154.63,671.5,16.91,0.0,-1.0,0.8067,112.95,105.97,104.5,91.65,138.95,137.4,640.5,598.5,544.25,490.0,17.6,15.63,127.97058823529412,125.25882352941176,95.7,90.66,-1.781111111111111,2.6620833333333334,0.8757300639204623,2808.436388888889,0.0473472222222222,-398.5294444444445,2,-6.880376344086021,-12.674305555555556,-27.55295698924731,-1.846774193548387,-7.019027777777778,-21.21491935483871,0.8730666114120901,0.9027008648462124,0.8712867125289835,2766.0485215053764,2677.6541666666667,2191.887231182796,0.0201344086021505,0.0340277777777777,0.0116666666666666,-402.1819892473118,-289.7049479166666,-319.8155745967742,2.0,2.0,2.0,1,420.05,141.0,0.0028368794326241176,0.005039596832253412
202107,421.6433333333333,142.3,132.61764705882354,101.59,122.07,158.18,703.75,16.48,-0.5,-0.866,0.8042,115.05,109.46,108.55,102.82,137.73,138.175,663.0,619.5,578.0,531.25,17.64,17.6,130.39411764705883,127.97058823529412,97.64,95.7,6.111693548387097,8.940456989247313,0.875716230032587,2808.45,0.0,-398.58203125,2,-1.781111111111111,-6.880376344086021,-12.674305555555556,2.6620833333333334,-1.846774193548387,-7.019027777777778,0.8757300639204623,0.8730666114120901,0.9027008648462124,2808.436388888889,2766.0485215053764,2677.6541666666667,0.0473472222222222,0.0201344086021505,0.0340277777777777,-398.5294444444445,-402.1819892473118,-289.7049479166666,2.0,2.0,2.0,1,424.83,141.4,0.006364922206506307,0.005014326647564626
202108,423.2366666666667,142.6,133.1058823529412,100.54,121.32,156.055,714.625,17.295,-0.866,-0.5,0.7931,113.1,112.95,105.97,104.5,138.68,138.95,655.0,640.5,598.5,544.25,18.97,17.64,132.61764705882354,130.39411764705883,101.59,97.64,3.686290322580645,7.206720430107527,0.875716230032587,2808.45,0.0001881720430107,-398.58203125,2,6.111693548387097,-1.781111111111111,-6.880376344086021,8.940456989247313,2.6620833333333334,-1.846774193548387,0.875716230032587,0.8757300639204623,0.8730666114120901,2808.45,2808.436388888889,2766.0485215053764,0.0,0.0473472222222222,0.0201344086021505,-398.58203125,-398.5294444444445,-402.1819892473118,2.0,2.0,2.0,1,424.83,142.3,0.0021082220660575413,0.0049893086243761875
202109,424.83,142.9,135.16470588235296,105.26,120.57,153.93,725.5,18.11,-1.0,-0.0,0.7841,120.97,115.05,109.46,108.55,143.88,137.73,618.0,663.0,619.5,578.0,16.91,18.97,133.1058823529412,132.61764705882354,100.54,101.59,-1.6493055555555558,2.6590277777777778,0.8755142042984273,2808.740555555555,0.0200277777777777,-399.3637760416668,2,3.686290322580645,6.111693548387097,-1.781111111111111,7.206720430107527,8.940456989247313,2.6620833333333334,0.875716230032587,0.875716230032587,0.8757300639204623,2808.45,2808.45,2808.436388888889,0.0001881720430107,0.0,0.0473472222222222,-398.58203125,-398.58203125,-398.5294444444445,2.0,2.0,2.0,1,424.83,142.6,0.0021037868162694373,0.0028368794326241176
202110,427.89666666666665,143.9,145.83529411764704,116.36,127.38,156.57,772.75,17.85,-0.866,0.5,0.8074,116.0,113.1,112.95,105.97,133.6,138.68,742.5,655.0,640.5,598.5,16.48,16.91,135.16470588235296,133.1058823529412,105.26,100.54,-3.678225806451613,0.8768817204301077,0.8664857480593645,2814.6629032258065,0.0026344086021505,-433.92854502688175,2,-1.6493055555555558,3.686290322580645,6.111693548387097,2.6590277777777778,7.206720430107527,8.940456989247313,0.8755142042984273,0.875716230032587,0.875716230032587,2808.740555555555,2808.45,2808.45,0.0200277777777777,0.0001881720430107,0.0,-399.3637760416668,-398.58203125,-398.58203125,2.0,2.0,2.0,1,434.03,142.9,0.0069979006298110935,0.006364922206506307
202111,430.9633333333333,144.2,147.7058823529412,116.59,135.88,164.85,773.75,18.04,-0.5,0.866,0.7851,115.88,120.97,115.05,109.46,151.35,143.88,663.5,618.0,663.0,619.5,17.295,16.48,145.83529411764704,135.16470588235296,116.36,105.26,-14.796666666666663,-9.04902777777778,0.902605450972951,141.8476388888889,0.0177916666666666,-8.210726273148149,0,-3.678225806451613,-1.6493055555555558,3.686290322580645,0.8768817204301077,2.6590277777777778,7.206720430107527,0.8664857480593645,0.8755142042984273,0.875716230032587,2814.6629032258065,2808.740555555555,2808.45,0.0026344086021505,0.0200277777777777,0.0001881720430107,-433.92854502688175,-399.3637760416668,-398.58203125,2.0,2.0,2.0,1,434.03,143.9,0.0020847810979844894,0.0021082220660575413
202112,434.03,144.0,145.38823529411764,110.62,138.9,166.88,770.75,18.42,-0.0,1.0,0.7847,122.5,116.0,113.1,112.95,154.63,133.6,671.5,742.5,655.0,640.5,18.11,17.295,147.7058823529412,145.83529411764704,116.59,116.36,-22.49758064516129,-16.025806451612905,0.9150143783042434,535.2756720430108,0.0381989247311827,-45.92849462365591,1,-14.796666666666663,-3.678225806451613,-1.6493055555555558,-9.04902777777778,0.8768817204301077,2.6590277777777778,0.902605450972951,0.8664857480593645,0.8755142042984273,141.8476388888889,2814.6629032258065,2808.740555555555,0.0177916666666666,0.0026344086021505,0.0200277777777777,-8.210726273148149,-433.92854502688175,-399.3637760416668,0.0,2.0,2.0,1,434.03,144.2,-0.001386962552010984,0.0021037868162694373
202201,434.03,145.3,152.48823529411766,124.82,139.57,163.02,761.25,20.37,0.5,0.866,0.7838,122.07,115.88,120.97,115.05,158.18,151.35,703.75,663.5,618.0,663.0,17.85,18.11,145.38823529411764,147.7058823529412,110.62,116.59,-32.90779569892473,-26.199596774193548,0.9921320722651996,1165.578360215054,0.0214516129032258,1.2111855958781366,2,-22.49758064516129,-14.796666666666663,-3.678225806451613,-16.025806451612905,-9.04902777777778,0.8768817204301077,0.9150143783042434,0.902605450972951,0.8664857480593645,535.2756720430108,141.8476388888889,2814.6629032258065,0.0381989247311827,0.0177916666666666,0.0026344086021505,-45.92849462365591,-8.210726273148149,-433.92854502688175,1.0,0.0,2.0,1,451.36,144.0,0.009027777777777857,0.0069979006298110935
